Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Berber (Rif),brf,rif,Berber,Afro-Asiatic,Africa,34.5,-4,Morocco
Berber (Siwa),bsi,siz,Berber,Afro-Asiatic,Africa,29.17,25.5,Egypt
Berber (Wargla),bou,oua,Berber,Afro-Asiatic,Africa,31.92,5.33,Algeria
Berbice Dutch Creole,bdc,brc,Creoles and Pidgins,other,South America,5.33,-58,Guyana
Beria,zag,zag,Eastern Saharan,Saharan,Africa,16,23,Chad
Berik,brk,bkl,Tor,Tor-Orya,Papunesia,-2.25,138.83,Indonesia
Berta,ber,wti,Berta,Berta,Africa,10.33,34.67,Ethiopia
Bété,bet,bev,Kru,Niger-Congo,Africa,6.25,-6.25,Côte d'Ivoire
Betta Kurumba,bkb,xub,Southern Dravidian,Dravidian,Eurasia,11.5,76.75,India
Bezhta,bez,kap,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.08,46.17,Russia
Bhili,bhi,bhb,Indic,Indo-European,Eurasia,22,73,India
Bhojpuri,bho,bho,Indic,Indo-European,Eurasia,26,84,India
Bhumij,bhu,unr,Munda,Austro-Asiatic,Eurasia,21.33,86.5,India
Biafada,bfd,bif,Biafada,Niger-Congo,Africa,11.42,-15.17,Guinea-Bissau
Biak,bik,bhw,South Halmahera - West New Guinea,Austronesian,Papunesia,-1,136,Indonesia
Biatah,bit,bth,Land Dayak,Austronesian,Papunesia,1.25,110,Malaysia
Bidiya,bid,bid,East Chadic,Afro-Asiatic,Africa,11.92,18.75,Chad
Bikol,bkl,bcl,Greater Central Philippine,Austronesian,Papunesia,13.33,123.5,Philippines
Bila,bia,bip,Bantoid,Niger-Congo,Africa,1,28.75,Democratic Republic of Congo
Bilaan (Koronadal),biq,bpr,Bilic,Austronesian,Papunesia,6,125.33,Philippines
Bilin,bln,byn,Central Cushitic,Afro-Asiatic,Africa,15.75,38.5,Eritrea
Bilinarra,bnr,nbj,Western Pama-Nyungan,Pama-Nyungan,Australia,-16,131.67,Australia
Biloxi,blx,bll,Core Siouan,Siouan,North America,30.5,-88.67,United States
Bilua,bil,blb,Bilua,Solomons East Papuan,Papunesia,-7.75,156.67,Solomon Islands
Bima,bim,bhp,Central Malayo-Polynesian,Austronesian,Papunesia,-8.5,118.5,Indonesia
Bimoba,bmb,bim,Northern-Central Gur,Niger-Congo,Africa,10.5,0,Ghana
Binandere,bin,bhg,Binanderean,Trans-New Guinea,Papunesia,-8.25,148,Papua New Guinea
Binga,big,yul,Bongo-Bagirmi,Central Sudanic,Africa,8,25,Central African Republic
Bini,bni,bin,Edoid,Niger-Congo,Africa,6.42,5.83,Nigeria
Bininj Gun-Wok,bbw,gup,Gunwinygic,Gunwinyguan,Australia,-12.5,133.75,Australia
Binukid,bkd,bkd,Greater Central Philippine,Austronesian,Papunesia,8.25,124.83,Philippines
Binumarien,bnm,bjr,Eastern Highlands,Trans-New Guinea,Papunesia,-6.28,146.08,Papua New Guinea
Biri,bii,bzr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-20.5,146.5,Australia
Birom,bir,bom,Platoid,Niger-Congo,Africa,9.67,8.83,Nigeria
Birri,brz,bvq,Bongo-Bagirmi,Central Sudanic,Africa,5.5,25.17,Central African Republic
Bisa,bis,bib,Eastern Mande,Mande,Africa,11.5,-0.5,Burkina Faso
Bislama,bsm,bis,Creoles and Pidgins,other,Papunesia,-16,168,Vanuatu
Bisu,biu,"bzi, lwm",Burmese-Lolo,Sino-Tibetan,Eurasia,19.75,100,Thailand
Blackfoot,bla,bla,Algonquian,Algic,North America,50,-112.67,Canada
Boazi,boa,kvg,Marind,Anim,Papunesia,-7,141.33,Papua New Guinea
Bobangi,bob,bni,Bantoid,Niger-Congo,Africa,-1.33,17.33,Democratic Republic of Congo
Bobo Madaré (Northern),bbf,bbo,Western Mande,Mande,Africa,12.42,-4.33,Burkina Faso
Bodo,bod,brx,Bodo-Garo,Sino-Tibetan,Eurasia,26.83,92,India
Boiken,boi,bzf,Ndu,Sepik,Papunesia,-3.5,143.5,Papua New Guinea
Bokar,boq,adi,Tani,Sino-Tibetan,Eurasia,28.5,94.67,India
Boko,bok,bqc,Eastern Mande,Mande,Africa,10.5,3.5,Nigeria
Bole,blq,bol,West Chadic,Afro-Asiatic,Africa,11.33,11.25,Nigeria
Bolia,bol,bli,Bantoid,Niger-Congo,Africa,-1.25,18.33,Democratic Republic of Congo
Bongo,bgo,bot,Bongo-Bagirmi,Central Sudanic,Africa,7.5,28.5,South Sudan
Bongu,bon,bpu,Madang,Trans-New Guinea,Papunesia,-5.5,145.92,Papua New Guinea
Bontok,btk,bnc,Northern Luzon,Austronesian,Papunesia,17.08,120.92,Philippines
Bora,bor,boa,Boran,Huitotoan,South America,-2.17,-72.33,Colombia
Bori,boj,adi,Tani,Sino-Tibetan,Eurasia,28.33,94.75,India
Bororo,brr,bor,Bororoan,Bororoan,South America,-16,-57,Brazil
Boruca,brc,brn,Talamanca,Chibchan,North America,8.83,-83.25,Costa Rica
Bosnian,bos,bos,Slavic,Indo-European,Eurasia,43,18,Bosnia-Herzegovina
Bozo (Tigemaxo),boz,boz,Western Mande,Mande,Africa,15,-4,Mali
Brahui,brh,brh,Northern Dravidian,Dravidian,Eurasia,28.5,67,Pakistan
Brao,bra,brb,Bahnaric,Austro-Asiatic,Eurasia,14.17,107.5,Vietnam
Breton,bre,bre,Celtic,Indo-European,Eurasia,48,-3,France
Bribri,bri,bzd,Talamanca,Chibchan,North America,9.42,-83,Costa Rica
British Sign Language,bsl,bfi,Sign Languages,other,Eurasia,52,-1,United Kingdom
Broken,bro,tcs,Creoles and Pidgins,other,Australia,-10.17,143,Australia
Brokskat,bkt,bkk,Indic,Indo-European,Eurasia,35.33,76.5,Pakistan
Bru (Eastern),bru,bru,Katuic,Austro-Asiatic,Eurasia,17.33,106,Laos
Bru (Western),brw,brv,Katuic,Austro-Asiatic,Eurasia,16.75,104.75,Laos
Bubi,bub,bvb,Bantoid,Niger-Congo,Africa,3.5,8.67,Equatorial Guinea
Budu,bdu,buu,Bantoid,Niger-Congo,Africa,2,28,Democratic Republic of Congo
Budukh,bdk,bdk,Lezgic,Nakh-Daghestanian,Eurasia,41.17,48.42,Azerbaijan
Buduma,bud,bdm,Biu-Mandara,Afro-Asiatic,Africa,13.5,14.5,Nigeria
Bugis,bug,bug,South Sulawesi,Austronesian,Papunesia,-4,120,Indonesia
Buglere,bgl,sab,Guaymiic,Chibchan,North America,8.5,-81.25,Panama
Buin,bun,buo,East Bougainville,East Bougainville,Papunesia,-6.75,155.75,Papua New Guinea
Bujeba,buj,nmg,Bantoid,Niger-Congo,Africa,3,10.17,Equatorial Guinea
Bukusu,buk,bxk,Bantoid,Niger-Congo,Africa,0.75,34.67,Kenya
Bulgarian,bul,bul,Slavic,Indo-European,Eurasia,42.5,25,Bulgaria
Buli (in Ghana),buy,bwu,Northern-Central Gur,Niger-Congo,Africa,10.5,-1.25,Ghana
Buli (in Indonesia),bui,bzq,South Halmahera - West New Guinea,Austronesian,Papunesia,1,128.5,Indonesia
Bulu,buw,bum,Bantoid,Niger-Congo,Africa,3,11,Cameroon
Buma,bum,tkw,Oceanic,Austronesian,Papunesia,-11.63,166.83,Solomon Islands
Bunan,ghr,bfu,Bodic,Sino-Tibetan,Eurasia,32.5,77,India
Bunu (Younuo),pnu,buh,Hmong-Mien,Hmong-Mien,Eurasia,24,107,China
Bunuba,bnb,bck,Bunuban,Bunuban,Australia,-17.75,125.75,Australia
Bura-Pabir,bpa,bwr,Biu-Mandara,Afro-Asiatic,Africa,10.5,12.25,Nigeria
Burarra,bua,bvr,Burarran,Mangrida,Australia,-12.25,134.58,Australia
Buriat,but,bxm,Mongolic,Altaic,Eurasia,52,108,China
Burji,brj,bji,Lowland East Cushitic,Afro-Asiatic,Africa,5.5,37.83,Ethiopia
Burmese,brm,mya,Burmese-Lolo,Sino-Tibetan,Eurasia,21,96,Myanmar
Buru,buu,mhs,Central Malayo-Polynesian,Austronesian,Papunesia,-3.5,126.5,Indonesia
Burum,bmr,bmu,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.5,147.33,Papua New Guinea
Burunge,brn,bds,Southern Cushitic,Afro-Asiatic,Africa,-5.33,36,Tanzania
Burushaski,bur,bsk,Burushaski,Burushaski,Eurasia,36.5,74.5,Pakistan
Busa,bus,bqp,Eastern Mande,Mande,Africa,9.67,4,Nigeria
Bushoong,bsh,buf,Bantoid,Niger-Congo,Africa,-4.5,21.5,Democratic Republic of Congo
Byansi,bya,bee,Bodic,Sino-Tibetan,Eurasia,30.17,80.5,India
Cabécar,cab,cjp,Talamanca,Chibchan,North America,9.75,-83.42,Costa Rica
Cacua,cac,cbv,Cacua-Nukak,Cacua-Nukak,South America,1.08,-70,Colombia
Caddo,cad,cad,Caddoan,Caddoan,North America,33.33,-93.5,United States
Cahuilla,cah,chl,California Uto-Aztecan,Uto-Aztecan,North America,33.5,-116.25,United States
Cakchiquel,cak,cak,Mayan,Mayan,North America,14.5,-91,Guatemala
Camling,cml,rab,Mahakiranti,Sino-Tibetan,Eurasia,27,86.67,Nepal
Campa (Axininca),cax,"cni, cpc",Pre-Andine Arawakan,Arawakan,South America,-12,-74,Peru
Campa Pajonal Asheninca,cpa,cjo,Pre-Andine Arawakan,Arawakan,South America,-10.67,-74.25,Peru
Camsá,cam,kbh,Camsá,Camsá,South America,1.17,-77,Colombia
Canamarí,cnm,knm,Katukinan,Katukinan,South America,-6.5,-68.5,Brazil
Candoshi,can,cbu,Candoshi,Candoshi,South America,-4.17,-77,Peru
Canela,cnl,ram,Ge-Kaingang,Macro-Ge,South America,-7,-45,Brazil
Cantonese,cnt,yue,Chinese,Sino-Tibetan,Eurasia,23,113,China
Capanahua,cap,kaq,Panoan,Panoan,South America,-7,-74,Peru
Carapana,crp,cbc,Tucanoan,Tucanoan,South America,0.83,-70.75,Colombia
Carib,car,car,Cariban,Cariban,South America,5.5,-56,Suriname
Carib (De'kwana),cde,mch,Cariban,Cariban,South America,5.5,-65,Venezuela
Carijona,crj,cbd,Cariban,Cariban,South America,1,-73,Colombia
Carolinian,crl,cal,Oceanic,Austronesian,Papunesia,15.2,145.75,Northern Mariana Islands
Carrier,crq,crx,Athapaskan,Na-Dene,North America,53.75,-123.5,Canada
Cashibo,cas,cbr,Panoan,Panoan,South America,-8.5,-75.5,Peru
Cashinahua,csh,cbs,Panoan,Panoan,South America,-10.5,-71.83,Brazil
Catalan,ctl,cat,Romance,Indo-European,Eurasia,41.75,2,Spain
Catawba,ctw,chc,Catawban,Siouan,North America,35.5,-80.5,United States
Catio,cat,cto,Choco,Choco,South America,7.17,-76.33,Colombia
Cavineña,cav,cav,Tacanan,Tacanan,South America,-13.33,-66.5,Bolivia
Cayapa,cay,cbi,Barbacoan,Barbacoan,South America,0.67,-79,Ecuador
Cayuga,cyg,cay,Northern Iroquoian,Iroquoian,North America,42.75,-76.75,United States
Cayuvava,cyv,cyb,Cayuvava,Cayuvava,South America,-13.5,-65.5,Bolivia
Cebuano,ceb,ceb,Greater Central Philippine,Austronesian,Papunesia,10,124,Philippines
Cèmuhî,cem,cam,Oceanic,Austronesian,Papunesia,-20.83,165.17,New Caledonia
Chácobo,cbo,cao,Panoan,Panoan,South America,-12.17,-66.75,Bolivia
Chaga,cga,old,Bantoid,Niger-Congo,Africa,-3,37,Tanzania
Chaha,chh,sgw,Semitic,Afro-Asiatic,Africa,8.11,37.93,Ethiopia
Chai,cai,suq,Surmic,Eastern Sudanic,Africa,5.33,35.33,Ethiopia
Chaldean (Modern),cld,cld,Semitic,Afro-Asiatic,Eurasia,36,43,Iraq
Cham (Eastern),cme,cjm,Malayo-Sumbawan,Austronesian,Eurasia,11.33,108.5,Vietnam
Cham (Western),chw,cja,Malayo-Sumbawan,Austronesian,Eurasia,12,105.5,Cambodia
Chamalal,chm,cji,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.55,46.05,Russia
Chambri,chb,can,Lower Sepik,Lower Sepik-Ramu,Papunesia,-4.17,143.08,Papua New Guinea
Chamorro,cha,cha,Chamorro,Austronesian,Papunesia,13.45,144.75,Guam
Chang,chg,nbc,Northern Naga,Sino-Tibetan,Eurasia,26.33,94.75,India
Chantyal,chn,chx,Bodic,Sino-Tibetan,Eurasia,28.58,83.42,Nepal
Chatino (Nopala),cht,cya,Zapotecan,Oto-Manguean,North America,16.08,-97.17,Mexico
Chatino (Sierra Occidental),cso,ctp,Zapotecan,Oto-Manguean,North America,16.25,-97.33,Mexico
Chatino (Tataltepec),ctt,cta,Zapotecan,Oto-Manguean,North America,16.17,-97.58,Mexico
Chatino (Yaitepec),cya,ctp,Zapotecan,Oto-Manguean,North America,16.25,-97.25,Mexico
Chaudangsi,chd,cdn,Bodic,Sino-Tibetan,Eurasia,30,80.25,India
Chavacano,cvc,cbk,Creoles and Pidgins,other,Papunesia,7,122.08,Philippines
Chayahuita,chy,cbt,Cahuapanan,Cahuapanan,South America,-5.5,-77,Peru
Chechen,chc,che,Nakh,Nakh-Daghestanian,Eurasia,43.25,45.83,Russia
Chehalis (Upper),chl,cjh,Tsamosan,Salishan,North America,46.58,-123,United States
Cheke Holo,ckh,mrn,Oceanic,Austronesian,Papunesia,-8.33,159.67,Solomon Islands
Chemakum,cmk,xch,Chimakuan,Chimakuan,North America,48.08,-122.92,United States
Chemehuevi,cmh,ute,Numic,Uto-Aztecan,North America,34.33,-115.17,United States
Chepang,cpn,cdm,Mahakiranti,Sino-Tibetan,Eurasia,27.67,84.75,Nepal
Cherokee,che,chr,Southern Iroquoian,Iroquoian,North America,35.5,-83.5,United States
Cheyenne,cyn,chy,Algonquian,Algic,North America,47,-95,United States
Chichewa,cic,nya,Bantoid,Niger-Congo,Africa,-14,34,Mozambique
Chichimeca-Jonaz,cjo,pei,Chichimec,Oto-Manguean,North America,21.67,-100.5,Mexico
Chickasaw,cck,cic,Muskogean,Muskogean,North America,34,-88,United States
Chicomuceltec,cec,cob,Mayan,Mayan,North America,15.5,-92.25,Mexico
Chimariko,chi,cid,Chimariko,Hokan,North America,41,-123,United States
Chimila,cma,cbg,Chimila,Chibchan,South America,10,-74,Colombia
Chin (Mara),cmr,mrh,Kuki-Chin,Sino-Tibetan,Eurasia,23,93.17,India
Chin (Siyin),chs,csy,Kuki-Chin,Sino-Tibetan,Eurasia,23.83,94,Myanmar
Chin (Tiddim),cti,ctd,Kuki-Chin,Sino-Tibetan,Eurasia,23.33,93.67,Myanmar
Chinantec (Comaltepec),ccm,cco,Chinantecan,Oto-Manguean,North America,17.58,-96.42,Mexico
Chinantec (Lealao),cle,cle,Chinantecan,Oto-Manguean,North America,17.33,-95.92,Mexico
Chinantec (Palantla),cpl,cpa,Chinantecan,Oto-Manguean,North America,18.83,-96.75,Mexico
Chinantec (Quiotepec),chq,chq,Chinantecan,Oto-Manguean,North America,17.58,-96.67,Mexico
Chinantec (San Felipe Usila),csf,cuc,Chinantecan,Oto-Manguean,North America,17.92,-96.5,Mexico
Chinantec (Sochiapan),csc,cso,Chinantecan,Oto-Manguean,North America,17.75,-96.67,Mexico
Chinantec (Tepetotutla),cte,cnt,Chinantecan,Oto-Manguean,North America,17.83,-96.5,Mexico
Chinese Sign Language,csl,csl,Sign Languages,other,Eurasia,35,115,China
Chinook (Lower),ckl,chh,Chinookan,Penutian,North America,46.25,-123.5,United States
Chinook (Upper),cku,wac,Chinookan,Penutian,North America,45.62,-121.16,United States
Chipaya,cpy,cap,Uru-Chipaya,Uru-Chipaya,South America,-18.75,-67.83,Bolivia
Chipewyan,chp,chp,Athapaskan,Na-Dene,North America,59,-106,Canada
Chippewa (Red Lake and Pillager),cpw,ciw,Algonquian,Algic,North America,48,-95,United States
Chiquitano,cqt,cax,Chiquito,Chiquito,South America,-17.5,-60,Bolivia
Chiriguano,crg,gui,Tupi-Guaraní,Tupian,South America,-23.67,-64.33,Paraguay
Chitimacha,ctm,ctm,Chitimacha,Chitimacha,North America,29.67,-91,United States
Chocho,cch,coz,Popolocan,Oto-Manguean,North America,17.67,-97.42,Mexico
Choctaw,cct,cho,Muskogean,Muskogean,North America,32.25,-88.5,United States
Chol,col,"cti, ctu",Mayan,Mayan,North America,17.75,-92.5,Mexico
Cholón,cln,"cht, clh",Cholon,Cholon,South America,-8,-77.5,Peru
Chontal (Highland),cho,chd,Tequistlatecan,Tequistlatecan,North America,16.25,-95.75,Mexico
Chontal (Huamelultec Oaxaca),chx,clo,Tequistlatecan,Tequistlatecan,North America,16,-95.75,Mexico
Chontal Maya,cmy,chf,Mayan,Mayan,North America,18.17,-92.58,Mexico
Chorote,crt,"crq, crt",Matacoan,Matacoan,South America,-22.5,-62.5,Paraguay
Chortí,coi,caa,Mayan,Mayan,North America,14.83,-89.25,Guatemala
Chrau,chr,crw,Bahnaric,Austro-Asiatic,Eurasia,10.75,107.5,Vietnam
Chru,crh,cje,Malayo-Sumbawan,Austronesian,Eurasia,11.5,108.5,Vietnam
Chuave,cve,cjv,Chimbu,Trans-New Guinea,Papunesia,-6.12,145.12,Papua New Guinea
Chuj,chj,"cac, cnm",Mayan,Mayan,North America,15.92,-91.58,Guatemala
Chukchi,chk,ckt,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,67,-173,Russia
Chulym,cly,clw,Turkic,Altaic,Eurasia,54.33,89.67,Russia
Chumash (Barbareño),cba,boi,Chumash,Chumash,North America,34.5,-120.25,United States
Chumash (Ineseño),cin,inz,Chumash,Chumash,North America,34.67,-120.25,United States
Chumburung,cum,ncu,Kwa,Niger-Congo,Africa,7.75,0.25,Ghana
Chuukese,cuu,chk,Oceanic,Austronesian,Papunesia,7.33,151.75,Micronesia
Chuvash,chv,chv,Turkic,Altaic,Eurasia,55.5,47.5,Russia
CiLuba,cil,lua,Bantoid,Niger-Congo,Africa,-6,22,Democratic Republic of Congo
Clallam,cla,clm,Central Salish,Salishan,North America,48.08,-123.75,United States
Coahuilteco,coa,xcw,Coahuiltecan,Coahuiltecan,North America,28,-100,Mexico
Cocama,coc,cod,Tupi-Guaraní,Tupian,South America,-5,-74.5,Peru
Cocopa,ccp,coc,Yuman,Hokan,North America,32.33,-115,Mexico
Coeur d'Alene,coe,crd,Interior Salish,Salishan,North America,47.25,-116.5,United States
Cofán,cof,con,Cofán,Cofán,South America,0.17,-77.17,Ecuador
Cogui,cog,kog,Arhuacic,Chibchan,South America,11,-73.83,Colombia
Columbia-Wenatchi,cwe,col,Interior Salish,Salishan,North America,47.5,-120,United States
Comanche,cmn,com,Numic,Uto-Aztecan,North America,33.5,-101.5,United States
Comecrudo,cmc,xcm,Comecrudan,Comecrudan,North America,25.83,-99,Mexico
Comorian,com,swb,Bantoid,Niger-Congo,Africa,-12,44,Comoros Islands
Comox,cmx,coo,Central Salish,Salishan,North America,50.17,-125,Canada
Coos (Hanis),coo,csz,Coosan,Oregon Coast,North America,43.5,-124.17,United States
Coptic,cop,cop,Egyptian-Coptic,Afro-Asiatic,Africa,26,32,Egypt
Cora,cor,crn,Corachol,Uto-Aztecan,North America,22.17,-104.83,Mexico
Cornish,crn,cor,Celtic,Indo-European,Eurasia,50.33,-5,United Kingdom
Cree (Plains),cre,crk,Algonquian,Algic,North America,54,-110,Canada
Cree (Swampy),cea,csw,Algonquian,Algic,North America,56,-90,Canada
Creek,crk,mus,Muskogean,Muskogean,North America,34,-85,United States
Crimean Tatar,cri,crh,Turkic,Altaic,Eurasia,45,34.08,Uzbekistan
Crow,cro,cro,Core Siouan,Siouan,North America,47,-108,United States
Cua,cua,cua,Bahnaric,Austro-Asiatic,Eurasia,15.25,108.5,Vietnam
Cubeo,cub,cub,Tucanoan,Tucanoan,South America,1.33,-70.5,Colombia
Cuiba,cui,cui,Guahiban,Guahiban,South America,6.5,-70,Colombia
Cuicatec,ctc,"cut, cux",Mixtecan,Oto-Manguean,North America,17.83,-96.83,Mexico
Culina,cul,cul,Arauan,Arauan,South America,-6,-70.5,Brazil
Cupeño,cup,cup,California Uto-Aztecan,Uto-Aztecan,North America,33.17,-116.5,United States
Curripaco,cur,kpc,Inland Northern Arawakan,Arawakan,South America,2.5,-68.5,Colombia
Czech,cze,ces,Slavic,Indo-European,Eurasia,50,15,Czech Republic
Da'a,daa,kzf,Celebic,Austronesian,Papunesia,-1,119.58,Indonesia
Daba,dab,"dbq, dkx",Biu-Mandara,Afro-Asiatic,Africa,10.17,13.75,Cameroon
Dabida,dbd,dav,Bantoid,Niger-Congo,Africa,-4,38.67,Kenya
Dadibi,dad,mps,Teberan,Teberan-Pawaian,Papunesia,-6.55,144.58,Papua New Guinea
Dadjriwalé,ddj,god,Kru,Niger-Congo,Africa,5.25,-5.67,Côte d'Ivoire
Daga,dag,dgz,Dagan,Dagan,Papunesia,-10,149.33,Papua New Guinea
Dagaare,dga,dga,Northern-Central Gur,Niger-Congo,Africa,10.5,-2.67,Burkina Faso
Dagbani,dgb,dag,Northern-Central Gur,Niger-Congo,Africa,9.58,-0.5,Ghana
Dagur,dgr,dta,Mongolic,Altaic,Eurasia,48,124,China
Dahalo,dah,dal,Dahalo,Afro-Asiatic,Africa,-2.33,40.5,Kenya
Daju (Dar Fur),ddf,daj,Daju,Eastern Sudanic,Africa,12.25,25.25,Sudan
Dakota,dak,dak,Core Siouan,Siouan,North America,45,-93.5,United States
Damana,dam,mbp,Arhuacic,Chibchan,South America,11,-73.5,Colombia
Dan,dan,dnj,Eastern Mande,Mande,Africa,7.5,-8,Côte d'Ivoire
Dangaléat (Western),dnw,daa,East Chadic,Afro-Asiatic,Africa,12.17,18.33,Chad
Dani (Lower Grand Valley),dni,dni,Dani,Trans-New Guinea,Papunesia,-4.33,138.83,Indonesia
Danish,dsh,dan,Germanic,Indo-European,Eurasia,56,10,Denmark
Darai,dar,dry,Indic,Indo-European,Eurasia,24,84,Nepal
Dargwa,drg,dar,Lak-Dargwa,Nakh-Daghestanian,Eurasia,42.25,47.42,Russia
Dari,dri,prs,Iranian,Indo-European,Eurasia,35,66,Afghanistan
Darma,drm,drd,Bodic,Sino-Tibetan,Eurasia,30,79.75,India
Datooga,dat,tcc,Nilotic,Eastern Sudanic,Africa,-4.33,35.33,Tanzania
Dâw,daw,kwa,Nadahup,Nadahup,South America,-0.25,-67.08,Brazil
Day,day,dai,Day,Niger-Congo,Africa,8.75,17.83,Chad
Defaka,def,afn,Ijoid,Ijoid,Africa,4.58,7.5,Nigeria
Degema,deg,deg,Edoid,Niger-Congo,Africa,4.75,6.75,Nigeria
Degexit'an,dgx,ing,Athapaskan,Na-Dene,North America,62,-160,United States
Dení,den,dny,Arauan,Arauan,South America,-6,-67,Brazil
Desano,des,des,Tucanoan,Tucanoan,South America,0.83,-69.83,Colombia
Deti,det,shg,Khoe-Kwadi,Khoe-Kwadi,Africa,-20.5,24.5,Botswana
Deuri,deu,der,Bodo-Garo,Sino-Tibetan,Eurasia,26,90.25,India
Deutsche Gebärdensprache,dge,gsg,Sign Languages,other,Eurasia,52,11,Germany
Dhaasanac,dha,dsh,Lowland East Cushitic,Afro-Asiatic,Africa,4.67,36.33,Ethiopia
Dhalandji,dhl,dhl,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.08,115,Australia
Dharawal,dhw,tbh,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-34.5,150.5,Australia
Dhargari,dhr,dhr,Western Pama-Nyungan,Pama-Nyungan,Australia,-23.75,114.92,Australia
Dharumbal,dhb,bjy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-22.75,150.5,Australia
Dhimal,dhm,dhi,Dhimalic,Sino-Tibetan,Eurasia,26.67,87.75,Nepal
Dhivehi,dhi,div,Indic,Indo-European,Eurasia,4.17,73.5,Maldives
Dhurga,dhu,dhu,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-35.67,150,Australia
Dhuwal (Dätiwuy),dda,duj,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.17,136.25,Australia
Didinga,did,did,Surmic,Eastern Sudanic,Africa,4.5,33.5,South Sudan
Diegueño (Mesa Grande),die,dih,Yuman,Hokan,North America,32.67,-116.17,Mexico
Digaro,dig,mhu,Digaroan,Sino-Tibetan,Eurasia,28.42,96,India
Dii,ygd,dur,Samba-Duru,Niger-Congo,Africa,8,14,Cameroon
Dimasa,dms,dis,Bodo-Garo,Sino-Tibetan,Eurasia,25.5,93,India
Dime,dim,dim,South Omotic,Afro-Asiatic,Africa,6.17,36.25,Ethiopia
Ding,dng,diz,Bantoid,Niger-Congo,Africa,-4.33,19.5,Democratic Republic of Congo
Dinka,din,dip,Nilotic,Eastern Sudanic,Africa,8.5,28,South Sudan
Diola-Fogny,dio,dyo,Bak,Niger-Congo,Africa,13,-16.25,Gambia
Diola-Kasa,csk,csk,Bak,Niger-Congo,Africa,12.5,-16.75,
Diyari,diy,dif,Central Pama-Nyungan,Pama-Nyungan,Australia,-28,139,Australia
Dizi,diz,mdx,Dizoid,Afro-Asiatic,Africa,6.17,36.5,Ethiopia
Djabugay,dja,dyy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.75,145.58,Australia
Djambarrpuyngu,djm,djr,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.17,135.5,Australia
Djapu,djp,duj,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.67,136,Australia
Djaru,djr,ddj,Western Pama-Nyungan,Pama-Nyungan,Australia,-18.75,128,Australia
Djinang,djn,dji,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.33,134.83,Australia
Djingili,dji,jig,Djingili,Mirndi,Australia,-17.75,134,Australia
Dla (Menggwa),dlm,kbv,Senagi,Senagi,Papunesia,-3.55,141.03,Papua New Guinea
Dla (Proper),der,kbv,Senagi,Senagi,Papunesia,-3.58,141,Indonesia
Dobel,dob,kvo,Central Malayo-Polynesian,Austronesian,Papunesia,-6.25,134.67,Indonesia
Dogri,dgi,"dgo, xnr",Indic,Indo-European,Eurasia,33,75,India
Doko,dok,ngc,Bantoid,Niger-Congo,Africa,3,23.08,Democratic Republic of Congo
Dolgan,dol,dlg,Turkic,Altaic,Eurasia,71.25,98,Russia
Domaaki,dmk,dmk,Indic,Indo-European,Eurasia,36.17,74,Pakistan
Domari,dom,rmt,Indic,Indo-European,Eurasia,32,35,Jordan
Dong (Southern),don,kmc,Kam-Tai,Tai-Kadai,Eurasia,27,109,China
Dongo,dgo,doo,Ubangi,Niger-Congo,Africa,3,30,Democratic Republic of Congo
Donno So,dds,dds,Dogon,Dogon,Africa,14.33,-3.58,Burkina Faso
Doutai,dou,tds,Lakes Plain,Lakes Plain,Papunesia,-3.33,138.17,Indonesia
Doyayo,doy,dow,Samba-Duru,Niger-Congo,Africa,8.67,13.08,Cameroon
Drehu,dre,dhv,Oceanic,Austronesian,Papunesia,-21,167.25,New Caledonia
Duala,dua,dua,Bantoid,Niger-Congo,Africa,4,9.42,Cameroon
Duka,duk,dud,Kainji,Niger-Congo,Africa,11.17,5.08,Nigeria
Dullay (Gollango),dug,gwd,Lowland East Cushitic,Afro-Asiatic,Africa,5.5,37.25,Ethiopia
Dulong,dul,duu,Nungish,Sino-Tibetan,Eurasia,28,98.33,China
Duma,dma,dma,Bantoid,Niger-Congo,Africa,-0.95,13,Gabon
Dumagat (Casiguran),dca,dgc,Northern Luzon,Austronesian,Papunesia,16.33,122,Philippines
Dumi,dmi,dus,Mahakiranti,Sino-Tibetan,Eurasia,27.25,86.67,Nepal
Dumo,dum,vam,Western Skou,Skou,Papunesia,-2.68,141.3,Papua New Guinea
Duna,dun,duc,Duna,Trans-New Guinea,Papunesia,-5.5,142.5,Papua New Guinea
Dutch,dut,nld,Germanic,Indo-European,Eurasia,52.5,6,Netherlands
